ID_Transaccion,Valor_Declarado_USD,Aplica_De_Minimis,Aranceles_IGV_USD,Dias_Retencion_Sunat
TRX000207,23.08,True,0.0,1
TRX000208,23.04,True,0.0,1
TRX000209,16.41,True,0.0,0
TRX000210,128.48,True,0.0,1
TRX000211,5.43,True,0.0,0
TRX000212,3.89,True,0.0,0
TRX000213,17.69,True,0.0,0
TRX000214,26.86,True,0.0,1
TRX000215,74.23,True,0.0,1
TRX000216,10.54,True,0.0,0
TRX000217,8.66,True,0.0,0
TRX000218,3.81,True,0.0,1
TRX000219,2.15,True,0.0,0
TRX000220,8.11,True,0.0,0
TRX000221,21.67,True,0.0,0
TRX000222,64.9,True,0.0,1
TRX000223,5.8,True,0.0,0
TRX000224,13.35,True,0.0,0
TRX000225,18.53,True,0.0,1
TRX000226,83.12,True,0.0,0
TRX000227,5.89,True,0.0,0
TRX000228,22.28,True,0.0,0
TRX000229,22.7,True,0.0,0
TRX000230,47.64,True,0.0,0
TRX000231,10.22,True,0.0,1
TRX000232,1.98,True,0.0,1
TRX000233,26.39,True,0.0,1
TRX000234,26.94,True,0.0,1
TRX000235,5.8,True,0.0,1
TRX000236,43.7,True,0.0,1
TRX000237,18.98,True,0.0,1
TRX000238,162.7,True,0.0,0
TRX000239,5.34,True,0.0,1
TRX000240,9.26,True,0.0,0
TRX000241,6.29,True,0.0,0
TRX000242,11.8,True,0.0,0
TRX000243,0.99,True,0.0,0
TRX000244,1.67,True,0.0,1
TRX000245,2.68,True,0.0,1
TRX000246,3.98,True,0.0,0
TRX000247,12.98,True,0.0,1
TRX000248,7.76,True,0.0,1
TRX000249,4.11,True,0.0,0
TRX000250,13.78,True,0.0,0
TRX000251,14.56,True,0.0,1
TRX000252,0.99,True,0.0,0
TRX000253,11.49,True,0.0,1
TRX000254,0.99,True,0.0,1
TRX000255,19.58,True,0.0,0
TRX000256,26.08,True,0.0,1
TRX000257,29.47,True,0.0,0
TRX000258,8.51,True,0.0,1
TRX000259,12.3,True,0.0,0
TRX000260,8.48,True,0.0,0
TRX000261,22.05,True,0.0,1
TRX000262,0.99,True,0.0,1
TRX000263,1.98,True,0.0,1
TRX000264,82.83,True,0.0,1
TRX000265,18.0,True,0.0,1
TRX000266,0.99,True,0.0,0
TRX000267,0.99,True,0.0,1
TRX000268,0.99,True,0.0,1
TRX000269,0.99,True,0.0,0
TRX000270,20.33,True,0.0,0
TRX000271,88.59,True,0.0,1
TRX000272,42.39,True,0.0,0
TRX000273,12.92,True,0.0,1
TRX000274,3.04,True,0.0,1
TRX000275,26.33,True,0.0,0
TRX000276,0.99,True,0.0,1
TRX000277,6.43,True,0.0,1
TRX000278,15.96,True,0.0,1
TRX000279,36.69,True,0.0,0
TRX000280,6.26,True,0.0,1
TRX000281,57.92,True,0.0,0
TRX000282,0.99,True,0.0,1
TRX000283,1.98,True,0.0,1
TRX000284,6.67,True,0.0,1
TRX000285,23.33,True,0.0,1
TRX000286,4.71,True,0.0,0
TRX000287,2.5,True,0.0,1
TRX000288,0.99,True,0.0,1
TRX000289,9.27,True,0.0,1
TRX000290,24.22,True,0.0,0
TRX000291,4.07,True,0.0,1
TRX000292,6.79,True,0.0,1
TRX000293,29.49,True,0.0,0
TRX000294,15.94,True,0.0,1
TRX000295,23.29,True,0.0,1
TRX000296,18.78,True,0.0,0
TRX000297,0.99,True,0.0,0
TRX000298,15.54,True,0.0,0
TRX000299,18.1,True,0.0,1
TRX000300,71.65,True,0.0,1
TRX000301,17.33,True,0.0,1
TRX000302,2.77,True,0.0,0
TRX000303,0.99,True,0.0,0
TRX000304,1.7,True,0.0,0
TRX000305,25.96,True,0.0,0
TRX000306,7.77,True,0.0,0
TRX000307,6.6,True,0.0,1
TRX000308,21.48,True,0.0,1
TRX000309,4.17,True,0.0,1
TRX000310,1.06,True,0.0,0
TRX000311,0.99,True,0.0,0
TRX000312,38.77,True,0.0,0
TRX000313,0.99,True,0.0,0
TRX000314,16.0,True,0.0,1
TRX000315,38.43,True,0.0,0
TRX000316,86.78,True,0.0,0
TRX000317,24.15,True,0.0,1
TRX000318,17.46,True,0.0,1
TRX000319,16.71,True,0.0,0
TRX000320,62.9,True,0.0,0
TRX000321,41.65,True,0.0,1
TRX000322,0.99,True,0.0,1
TRX000323,25.39,True,0.0,0
TRX000324,31.74,True,0.0,1
TRX000325,0.99,True,0.0,1
TRX000326,43.6,True,0.0,1
TRX000327,2.73,True,0.0,0
TRX000328,0.99,True,0.0,1
TRX000329,0.99,True,0.0,1
TRX000330,13.22,True,0.0,1
TRX000331,3.54,True,0.0,0
TRX000332,6.91,True,0.0,1
TRX000333,39.29,True,0.0,0
TRX000334,0.99,True,0.0,0
TRX000335,0.99,True,0.0,1
TRX000336,5.88,True,0.0,1
TRX000337,2.97,True,0.0,0
TRX000338,12.32,True,0.0,0
TRX000339,2.73,True,0.0,1
TRX000340,91.09,True,0.0,1
TRX000341,0.99,True,0.0,1
TRX000342,28.49,True,0.0,1
TRX000343,5.14,True,0.0,0
TRX000344,22.17,True,0.0,1
TRX000345,15.65,True,0.0,1
TRX000346,28.73,True,0.0,0
TRX000347,14.68,True,0.0,1
TRX000348,13.5,True,0.0,0
TRX000349,0.99,True,0.0,0
TRX000350,11.89,True,0.0,1
TRX000351,13.98,True,0.0,0
TRX000352,49.18,True,0.0,0
TRX000353,6.17,True,0.0,0
TRX000354,10.06,True,0.0,1
TRX000355,0.99,True,0.0,0
TRX000356,11.76,True,0.0,1
TRX000357,28.04,True,0.0,0
TRX000358,45.11,True,0.0,1
TRX000359,6.95,True,0.0,0
TRX000360,8.11,True,0.0,1
TRX000361,0.99,True,0.0,1
TRX000362,22.55,True,0.0,1
TRX000363,5.23,True,0.0,1
TRX000364,44.64,True,0.0,0
TRX000365,4.5,True,0.0,1
TRX000366,8.95,True,0.0,1
TRX000367,39.33,True,0.0,0
TRX000368,8.79,True,0.0,0
TRX000369,15.84,True,0.0,0
TRX000370,35.04,True,0.0,1
TRX000371,3.02,True,0.0,0
TRX000372,20.1,True,0.0,1
TRX000373,4.74,True,0.0,1
TRX000374,35.55,True,0.0,0
TRX000375,0.99,True,0.0,1
TRX000376,20.02,True,0.0,1
TRX000377,22.25,True,0.0,0
TRX000378,17.27,True,0.0,0
TRX000379,0.99,True,0.0,0
TRX000380,0.99,True,0.0,1
TRX000381,5.27,True,0.0,1
TRX000382,64.61,True,0.0,0
TRX000383,18.36,True,0.0,1
TRX000384,2.97,True,0.0,1
TRX000385,28.27,True,0.0,0
TRX000386,48.71,True,0.0,0
TRX000387,67.35,True,0.0,1
TRX000388,17.77,True,0.0,1
TRX000389,51.46,True,0.0,1
TRX000390,10.54,True,0.0,1
TRX000391,15.21,True,0.0,0
TRX000392,41.91,True,0.0,1
TRX000393,4.7,True,0.0,0
TRX000394,97.11,True,0.0,0
TRX000395,5.33,True,0.0,0
TRX000396,10.24,True,0.0,1
TRX000397,0.99,True,0.0,0
TRX000398,16.08,True,0.0,1
TRX000399,1.98,True,0.0,1
TRX000400,13.86,True,0.0,0
TRX000401,0.99,True,0.0,1
TRX000402,3.88,True,0.0,0
TRX000403,49.68,True,0.0,1
TRX000404,12.91,True,0.0,1
TRX000405,53.22,True,0.0,1
TRX000406,10.93,True,0.0,1
TRX000407,10.0,True,0.0,1
TRX000408,191.25,True,0.0,0
TRX000409,10.32,True,0.0,0
TRX000410,5.68,True,0.0,0
TRX000411,11.46,True,0.0,1
TRX000412,8.99,True,0.0,0
TRX000413,2.06,True,0.0,1
TRX000414,16.93,True,0.0,1
TRX000415,19.28,True,0.0,1
TRX000416,71.72,True,0.0,0
TRX000417,5.99,True,0.0,0
TRX000418,20.87,True,0.0,0
TRX000419,0.99,True,0.0,0
TRX000420,17.78,True,0.0,0
TRX000421,11.5,True,0.0,0
TRX000422,12.72,True,0.0,0
TRX000423,11.99,True,0.0,1
TRX000424,38.94,True,0.0,1
TRX000425,45.98,True,0.0,0
TRX000426,48.6,True,0.0,0
TRX000427,20.1,True,0.0,1
TRX000428,3.48,True,0.0,0
TRX000429,20.18,True,0.0,0
TRX000430,5.0,True,0.0,1
TRX000431,51.02,True,0.0,1
TRX000432,14.22,True,0.0,1
TRX000433,4.0,True,0.0,0
TRX000434,0.99,True,0.0,1
TRX000435,13.98,True,0.0,1
TRX000436,9.65,True,0.0,1
TRX000437,22.14,True,0.0,1
TRX000438,19.62,True,0.0,0
TRX000439,0.99,True,0.0,1
TRX000440,8.13,True,0.0,0
TRX000441,4.95,True,0.0,1
TRX000442,9.59,True,0.0,0
TRX000443,94.82,True,0.0,0
TRX000444,7.42,True,0.0,1
TRX000445,53.07,True,0.0,0
TRX000446,3.19,True,0.0,0
TRX000447,6.37,True,0.0,0
TRX000448,6.43,True,0.0,1
TRX000449,38.86,True,0.0,1
TRX000450,12.84,True,0.0,1
TRX000451,1.98,True,0.0,0
TRX000452,36.42,True,0.0,0
TRX000453,8.99,True,0.0,1
TRX000454,18.71,True,0.0,1
TRX000455,3.32,True,0.0,1
TRX000456,28.94,True,0.0,0
TRX000457,12.78,True,0.0,0
TRX000458,3.02,True,0.0,0
TRX000459,26.6,True,0.0,1
TRX000460,7.6,True,0.0,1
TRX000461,5.7,True,0.0,0
TRX000462,8.41,True,0.0,0
TRX000463,0.99,True,0.0,1
TRX000464,36.04,True,0.0,0
TRX000465,68.9,True,0.0,0
TRX000466,4.3,True,0.0,1
TRX000467,7.51,True,0.0,1
TRX000468,103.64,True,0.0,0
TRX000469,0.99,True,0.0,1
TRX000470,18.09,True,0.0,1
TRX000471,0.99,True,0.0,0
TRX000472,0.99,True,0.0,0
TRX000473,25.74,True,0.0,0
TRX000474,0.99,True,0.0,0
TRX000475,2.77,True,0.0,1
TRX000476,14.76,True,0.0,1
TRX000477,5.8,True,0.0,1
TRX000478,15.96,True,0.0,1
TRX000479,27.13,True,0.0,0
TRX000480,17.1,True,0.0,0
TRX000481,4.59,True,0.0,1
TRX000482,20.18,True,0.0,0
TRX000483,0.99,True,0.0,1
TRX000484,0.99,True,0.0,0
TRX000485,0.99,True,0.0,0
TRX000486,48.23,True,0.0,0
TRX000487,24.71,True,0.0,0
TRX000488,5.85,True,0.0,0
TRX000489,8.22,True,0.0,1
TRX000490,17.1,True,0.0,1
TRX000491,9.41,True,0.0,1
TRX000492,51.31,True,0.0,0
TRX000493,12.1,True,0.0,1
TRX000494,2.77,True,0.0,0
TRX000495,49.22,True,0.0,1
TRX000496,38.6,True,0.0,1
TRX000497,5.86,True,0.0,0
TRX000498,7.75,True,0.0,0
TRX000499,0.99,True,0.0,1
TRX000500,160.36,True,0.0,0
TRX000501,0.99,True,0.0,1
TRX000502,18.33,True,0.0,1
TRX000503,0.99,True,0.0,1
TRX000504,44.46,True,0.0,1
TRX000505,14.46,True,0.0,1
TRX000506,10.64,True,0.0,1
TRX000507,1.98,True,0.0,1
TRX000508,3.78,True,0.0,1
TRX000509,64.49,True,0.0,0
TRX000510,10.38,True,0.0,1
TRX000511,54.46,True,0.0,0
TRX000512,15.22,True,0.0,1
TRX000513,34.38,True,0.0,1
TRX000514,1.66,True,0.0,1
TRX000515,12.49,True,0.0,0
TRX000516,14.66,True,0.0,1
TRX000517,45.65,True,0.0,0
TRX000518,17.43,True,0.0,1
TRX000519,8.12,True,0.0,1
TRX000520,6.04,True,0.0,0
TRX000521,24.05,True,0.0,0
TRX000522,0.99,True,0.0,0
TRX000523,0.99,True,0.0,1
TRX000524,0.99,True,0.0,1
TRX000525,15.8,True,0.0,1
TRX000526,1.38,True,0.0,1
TRX000527,33.65,True,0.0,1
TRX000528,8.0,True,0.0,1
TRX000529,14.73,True,0.0,1
TRX000530,9.22,True,0.0,1
TRX000531,65.01,True,0.0,0
TRX000532,4.5,True,0.0,0
TRX000533,7.59,True,0.0,0
TRX000534,26.62,True,0.0,0
TRX000535,117.14,True,0.0,0
TRX000536,6.87,True,0.0,1
TRX000537,17.7,True,0.0,0
TRX000538,0.99,True,0.0,0
TRX000539,15.81,True,0.0,1
TRX000540,9.83,True,0.0,0
TRX000541,60.93,True,0.0,1
TRX000542,183.5,True,0.0,0
TRX000543,3.18,True,0.0,0
TRX000544,15.42,True,0.0,1
TRX000545,11.09,True,0.0,0
TRX000546,16.65,True,0.0,0
TRX000547,19.41,True,0.0,0
TRX000548,31.95,True,0.0,0
TRX000549,0.99,True,0.0,0
TRX000550,2.93,True,0.0,0
TRX000551,9.45,True,0.0,0
TRX000552,2.67,True,0.0,1
TRX000553,39.98,True,0.0,1
TRX000554,27.27,True,0.0,0
TRX000555,13.5,True,0.0,0
TRX000556,33.66,True,0.0,0
TRX000557,2.14,True,0.0,0
TRX000558,4.38,True,0.0,1
TRX000559,10.74,True,0.0,1
TRX000560,46.22,True,0.0,0
TRX000561,6.71,True,0.0,1
TRX000562,6.2,True,0.0,0
TRX000563,6.06,True,0.0,1
TRX000564,10.62,True,0.0,1
TRX000565,22.97,True,0.0,0
TRX000566,72.67,True,0.0,0
TRX000567,14.74,True,0.0,1
TRX000568,10.21,True,0.0,1
TRX000569,26.77,True,0.0,1
TRX000570,4.93,True,0.0,0
TRX000571,35.3,True,0.0,0
TRX000572,6.0,True,0.0,0
TRX000573,8.06,True,0.0,0
TRX000574,10.2,True,0.0,1
TRX000575,12.66,True,0.0,0
TRX000576,2.97,True,0.0,0
TRX000577,3.62,True,0.0,1
TRX000578,0.99,True,0.0,0
TRX000579,21.64,True,0.0,0
TRX000580,7.25,True,0.0,1
TRX000581,13.14,True,0.0,1
TRX000582,38.68,True,0.0,1
TRX000583,11.62,True,0.0,0
TRX000584,13.13,True,0.0,0
TRX000585,4.0,True,0.0,0
TRX000586,15.26,True,0.0,1
TRX000587,10.44,True,0.0,1
TRX000588,11.17,True,0.0,0
TRX000589,19.59,True,0.0,0
TRX000590,243.46,False,58.43,2
TRX000591,16.12,True,0.0,0
TRX000592,125.2,True,0.0,1
TRX000593,9.71,True,0.0,1
TRX000594,0.99,True,0.0,0
TRX000595,8.6,True,0.0,1
TRX000596,0.99,True,0.0,0
TRX000597,16.98,True,0.0,1
TRX000598,20.12,True,0.0,0
TRX000599,0.99,True,0.0,1
TRX000600,24.02,True,0.0,1
TRX000601,16.77,True,0.0,0
TRX000602,13.74,True,0.0,1
TRX000603,18.25,True,0.0,0
TRX000604,1.98,True,0.0,0
TRX000605,24.82,True,0.0,0
TRX000606,10.78,True,0.0,0
TRX000607,71.16,True,0.0,1
TRX000608,99.08,True,0.0,0
TRX000609,13.26,True,0.0,0
TRX000610,0.99,True,0.0,1
TRX000611,18.59,True,0.0,1
TRX000612,4.32,True,0.0,0
TRX000613,30.6,True,0.0,0
TRX000614,6.17,True,0.0,1
TRX000615,1.98,True,0.0,0
TRX000616,24.05,True,0.0,0
TRX000617,30.49,True,0.0,0
TRX000618,8.86,True,0.0,1
TRX000619,16.38,True,0.0,1
TRX000620,0.99,True,0.0,1
TRX000621,7.09,True,0.0,1
TRX000622,3.88,True,0.0,1
TRX000623,36.7,True,0.0,1
TRX000624,12.27,True,0.0,1
TRX000625,7.97,True,0.0,1
TRX000626,47.26,True,0.0,1
TRX000627,16.82,True,0.0,0
TRX000628,21.0,True,0.0,1
TRX000629,4.0,True,0.0,0
TRX000630,0.99,True,0.0,0
TRX000631,4.0,True,0.0,0
TRX000632,19.88,True,0.0,1
TRX000633,12.41,True,0.0,0
TRX000634,0.99,True,0.0,1
TRX000635,0.99,True,0.0,0
TRX000636,25.17,True,0.0,0
TRX000637,3.66,True,0.0,1
TRX000638,6.26,True,0.0,0
TRX000639,0.99,True,0.0,0
TRX000640,135.57,True,0.0,0
TRX000641,7.91,True,0.0,1
TRX000642,1.55,True,0.0,0
TRX000643,6.26,True,0.0,0
TRX000644,10.53,True,0.0,1
TRX000645,27.02,True,0.0,1
TRX000646,26.55,True,0.0,1
TRX000647,6.63,True,0.0,0
TRX000648,7.62,True,0.0,1
TRX000649,10.32,True,0.0,0
TRX000650,16.62,True,0.0,1
TRX000651,14.18,True,0.0,0
TRX000652,4.5,True,0.0,1
TRX000653,0.99,True,0.0,1
TRX000654,2.97,True,0.0,1
TRX000655,105.52,True,0.0,0
TRX000656,8.12,True,0.0,1
TRX000657,13.18,True,0.0,1
TRX000658,22.53,True,0.0,0
TRX000659,10.3,True,0.0,0
TRX000660,9.85,True,0.0,0
TRX000661,7.61,True,0.0,1
TRX000662,0.99,True,0.0,1
TRX000663,15.18,True,0.0,1
TRX000664,26.11,True,0.0,0
TRX000665,24.94,True,0.0,0
TRX000666,13.74,True,0.0,0
TRX000667,19.52,True,0.0,1
TRX000668,0.99,True,0.0,0
TRX000669,31.26,True,0.0,0
TRX000670,18.9,True,0.0,0
TRX000671,9.91,True,0.0,0
TRX000672,18.63,True,0.0,1
TRX000673,13.1,True,0.0,1
TRX000674,9.74,True,0.0,1
TRX000675,10.51,True,0.0,0
TRX000676,5.12,True,0.0,1
TRX000677,18.44,True,0.0,0
TRX000678,2.97,True,0.0,0
TRX000679,54.92,True,0.0,1
TRX000680,4.0,True,0.0,0
TRX000681,4.67,True,0.0,1
TRX000682,13.16,True,0.0,0
TRX000683,28.46,True,0.0,0
TRX000684,2.8,True,0.0,1
TRX000685,0.99,True,0.0,0
TRX000686,51.39,True,0.0,0
TRX000687,0.99,True,0.0,0
TRX000688,6.17,True,0.0,0
TRX000689,3.31,True,0.0,0
TRX000690,4.09,True,0.0,0
TRX000691,22.49,True,0.0,1
TRX000692,9.55,True,0.0,0
TRX000693,0.99,True,0.0,0
TRX000694,49.89,True,0.0,1
TRX000695,69.47,True,0.0,0
TRX000696,4.0,True,0.0,1
TRX000697,31.62,True,0.0,1
TRX000698,38.52,True,0.0,1
TRX000699,23.07,True,0.0,0
TRX000700,42.6,True,0.0,0
TRX000701,26.37,True,0.0,1
TRX000702,8.69,True,0.0,1
TRX000703,22.03,True,0.0,0
TRX000704,18.6,True,0.0,0
TRX000705,4.0,True,0.0,0
TRX000706,7.45,True,0.0,0
TRX000707,112.86,True,0.0,0
TRX000708,13.33,True,0.0,0
TRX000709,0.99,True,0.0,1
TRX000710,37.78,True,0.0,1
TRX000711,28.94,True,0.0,1
TRX000712,14.13,True,0.0,0
TRX000713,17.27,True,0.0,0
TRX000714,85.56,True,0.0,1
TRX000715,50.22,True,0.0,1
TRX000716,0.99,True,0.0,1
TRX000717,31.09,True,0.0,0
TRX000718,7.86,True,0.0,0
TRX000719,4.01,True,0.0,0
TRX000720,13.17,True,0.0,1
TRX000721,32.55,True,0.0,0
TRX000722,3.0,True,0.0,0
TRX000723,7.92,True,0.0,1
TRX000724,5.66,True,0.0,0
TRX000725,35.65,True,0.0,1
TRX000726,13.08,True,0.0,0
TRX000727,25.54,True,0.0,0
TRX000728,27.5,True,0.0,0
TRX000729,78.92,True,0.0,1
TRX000730,32.54,True,0.0,0
TRX000731,12.66,True,0.0,1
TRX000732,11.14,True,0.0,0
TRX000733,5.78,True,0.0,0
TRX000734,1.98,True,0.0,1
TRX000735,28.99,True,0.0,1
TRX000736,5.34,True,0.0,1
TRX000737,0.99,True,0.0,0
TRX000738,0.99,True,0.0,1
TRX000739,22.45,True,0.0,0
TRX000740,5.47,True,0.0,0
TRX000741,2.5,True,0.0,1
TRX000742,6.94,True,0.0,0
TRX000743,18.4,True,0.0,1
TRX000744,31.36,True,0.0,0
TRX000745,53.0,True,0.0,1
TRX000746,8.97,True,0.0,1
TRX000747,1.2,True,0.0,0
TRX000748,1.98,True,0.0,0
TRX000749,33.32,True,0.0,1
TRX000750,161.1,True,0.0,1
TRX000751,31.92,True,0.0,1
TRX000752,39.58,True,0.0,1
TRX000753,18.3,True,0.0,1
TRX000754,1.21,True,0.0,0
TRX000755,1.95,True,0.0,0
TRX000756,27.5,True,0.0,0
TRX000757,14.83,True,0.0,1
TRX000758,25.67,True,0.0,1
TRX000759,1.98,True,0.0,1
TRX000760,1.98,True,0.0,1
TRX000761,37.29,True,0.0,0
TRX000762,27.2,True,0.0,0
TRX000763,13.64,True,0.0,1
TRX000764,0.99,True,0.0,1
TRX000765,0.99,True,0.0,0
TRX000766,2.79,True,0.0,1
TRX000767,0.99,True,0.0,0
TRX000768,24.28,True,0.0,1
TRX000769,16.93,True,0.0,0
TRX000770,1.98,True,0.0,0
TRX000771,28.95,True,0.0,0
